,age,education_level,annual_income,monthly_income,debt_to_income_ratio,credit_score,loan_amount,interest_rate,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back,age_group,gender_Male,gender_Other,loan_term_60,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Widowed,employment_status_Employed,employment_status_Retired,employment_status_Self-employed,employment_status_Student,employment_status_Unemployed,loan_purpose_Business,loan_purpose_Car,loan_purpose_Debt consolidation,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,loan_purpose_Other,loan_purpose_Vacation,loan_to_income,has_delinquency_history,sevetity_score,payment_income
1365,31,0.0,9.459571075253693,6.975526070700373,0.22633844221072896,680,21086.89,12.9,709.49,2.0,4,9.797783088846069,8.350236192949145,1.0986122886681096,0,2,1,2.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21077.430428924745,1,2,101.71132511139251
4012,22,0.0,11.025799928884352,8.541071814270248,0.02176149178151269,662,12965.63,11.75,429.1,3.0,9,10.69319844508236,9.702686292995303,1.0986122886681096,0,2,1,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12954.604200071115,1,2,50.23959630957189
6369,44,0.0,9.701482133393158,7.217245319630493,0.1414995622736995,786,12322.13,12.61,412.87,1.0,2,9.366780714238933,9.077849580595478,1.0986122886681096,0,3,1,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12312.428517866607,1,3,57.20603661302981
2275,71,1.0,10.245563700730179,7.761046571391334,0.16720791898390644,587,2413.98,15.19,83.91,4.0,3,10.216715653802844,9.91615794304682,0.6931471805599453,0,1,1,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2403.73443629927,1,1,10.811686185379678
13721,54,2.0,10.2451665674729,7.760650303125319,0.0639133257436528,667,12779.16,11.28,420.07,3.0,5,10.254795268642091,9.075533881044944,0.6931471805599453,0,2,1,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12768.914833432527,1,2,54.128195910442216
3818,22,0.0,11.697146466675989,9.21233138858651,0.0295588022415444,645,20342.99,14.56,479.27,3.0,3,11.533336338619634,10.671879719318527,1.3862943611198906,0,3,1,4.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20331.292853533327,1,3,52.02483277944006
19922,25,0.0,9.849606175106928,7.36528138671676,0.037295784743696894,850,21825.99,8.07,443.28,0.0,7,10.330260037589586,8.263600741842529,1.0986122886681096,0,2,1,4.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,21816.140393824895,1,2,60.185073281715034
2259,73,0.0,10.721483194189995,8.236820341396864,0.036331929247390274,808,22854.63,8.39,467.69,0.0,6,10.858582372325783,9.562655023641936,0.0,0,0,1,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22843.90851680581,0,0,56.780405619565265
15362,75,2.0,10.522440680314444,8.03783070436266,0.0916671885258238,654,16923.02,13.85,577.16,3.0,6,10.945425957019658,9.408737029226808,0.6931471805599453,0,1,1,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16912.497559319687,1,1,71.80544368603549
19676,48,1.0,10.786258935547869,8.301578725272485,0.07325046173959267,778,5056.17,7.0,156.12,1.0,2,11.152184408445835,10.902701516310628,0.0,0,1,1,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5045.383741064452,0,1,18.80606149342704
1541,40,0.0,9.702501696304928,7.218264811073288,0.16211884947643518,648,500.0,10.37,10.71,3.0,5,9.919216206185158,9.610972486630143,0.6931471805599453,0,1,1,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,490.2974983036951,1,1,1.4837360889794682
3614,53,0.0,10.01155465208897,7.527142888228201,0.11332868530700317,563,15343.03,13.43,520.15,5.0,2,9.93155786889122,8.751121576774098,1.3862943611198906,0,3,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15333.018445347912,1,3,69.10324511222838
13478,63,0.0,9.487185435592032,7.00311091229889,0.20048886074940359,594,29310.3,13.7,997.49,4.0,7,10.127888313231335,9.938582941304636,1.6094379124341003,0,6,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29300.812814564408,1,6,142.4352709091333
81,46,1.0,10.741534108408601,8.256864254264148,0.2151113796169455,723,23461.16,7.59,730.76,2.0,6,10.458774269264207,8.711255554413212,0.6931471805599453,0,1,1,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23450.41846589159,1,1,88.50333219691831
8042,28,0.0,11.271625835054232,8.786858431091213,0.302324349188651,784,15994.79,10.35,518.74,1.0,3,10.698855073560448,8.175235135164058,1.0986122886681096,0,2,0,4.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,15983.518374164947,1,2,59.035889114191555
1533,39,1.0,9.96520334351678,7.480811763283954,0.20945022418220727,762,28751.8,11.84,637.25,1.0,2,10.276074033878349,10.058212638788996,1.3862943611198906,0,5,0,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,28741.834796656483,1,5,85.18460565037097
14442,44,0.0,9.716396841382924,7.232154934369081,0.023716526617316044,725,20690.86,5.2,621.98,2.0,7,10.07559083008195,9.835190510332392,1.6094379124341003,0,4,1,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20681.143603158616,1,4,86.00202922149653
11011,45,0.0,10.376691991221474,7.892127000038255,0.3450071390710503,797,500.0,8.96,15.89,1.0,8,10.685565516845427,10.15820573701646,1.3862943611198906,0,3,1,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,489.6233080087785,1,3,2.0133989227394564
5184,59,0.0,10.505541947569256,8.020937574386362,0.1510028735365274,742,9425.74,8.86,299.12,1.0,4,10.657022621010896,9.16785345056736,1.0986122886681096,0,3,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9415.234458052431,1,3,37.29239845416501
8751,60,0.0,11.057589734207525,8.572856821957409,0.04018178963283183,652,11023.7,11.58,242.88,3.0,4,10.888076728171438,8.965296244208636,0.0,0,0,1,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11012.642410265793,0,0,28.331279180811528
17737,43,1.0,10.671930963277228,8.187279798477396,0.09803374027136541,778,13155.52,10.73,284.26,1.0,6,11.156016207868024,9.606856221324598,1.0986122886681096,0,3,1,3.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13144.848069036723,1,3,34.71971240714949
13900,63,0.0,11.589581922688499,9.104777613646464,0.2776317365982795,579,19692.82,11.15,646.12,5.0,3,11.24563107739323,10.43274604237417,1.3862943611198906,0,4,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19681.23041807731,1,4,70.96494032227426
15782,25,1.0,10.397909671438123,7.913338118335054,0.07788653865707122,701,14520.34,10.61,312.89,2.0,2,9.881892038979467,8.27106244745602,0.6931471805599453,0,1,1,4.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14509.942090328563,1,1,39.53957171058315
18947,74,0.0,11.040712356622254,8.55598304253103,0.05921185963184608,655,21300.99,15.75,746.25,3.0,6,11.183194812716607,10.187921856693405,0.0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21289.94928764338,0,0,87.21966795521422
10763,30,2.0,10.362827968763575,7.878269009466332,0.028587456851912555,795,19993.75,11.33,438.01,1.0,4,10.446121097862967,10.285487494433303,1.0986122886681096,0,3,1,2.0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19983.387172031238,1,3,55.597238362094274
2965,24,0.0,10.820649904439158,8.335963837951018,0.2615947376884625,710,20391.15,12.39,681.08,2.0,3,11.15683021012216,8.439676956188388,1.6094379124341003,0,4,1,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20380.329350095562,1,4,81.70380933027292
9510,35,3.0,11.26891623151721,8.784149971046885,0.02566774674857779,695,12828.37,11.72,424.37,2.0,5,11.281767256926335,10.521676245510466,1.3862943611198906,0,3,1,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12817.101083768484,1,3,48.31087827493274
3274,73,0.0,10.569451853613371,8.084827484910111,0.055434706888100586,661,16858.56,9.11,536.96,3.0,9,10.951131581706422,10.7366614230312,1.6094379124341003,0,5,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16847.990548146387,1,5,66.4157647151045
3632,32,1.0,10.489909953920494,8.005310342317774,0.10705907229340778,694,21276.4,12.38,710.55,2.0,6,10.167242388172758,9.2189997709253,1.0986122886681096,0,3,1,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21265.91009004608,1,3,88.75983186359203
5776,44,2.0,10.190928220852275,7.706432960751546,0.10165365372649983,658,11843.07,9.19,246.94,3.0,6,10.071022406226726,9.707480576121485,1.6094379124341003,0,6,1,3.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11832.879071779147,1,6,32.04335926331317
5168,53,0.0,11.008076942690508,8.523352185811818,0.030529205034822874,767,22809.26,14.39,783.89,1.0,5,11.211729692399343,10.940391444816246,1.0986122886681096,0,2,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22798.25192305731,1,2,91.96968316114904
17292,26,2.0,9.867319814308654,7.382982740228075,0.24920108563349935,620,500.0,14.58,11.79,3.0,7,10.337803769164001,9.457989981895285,1.3862943611198906,0,4,1,4.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,490.13268018569136,1,4,1.596915557686348
19189,59,1.0,11.097651809957076,8.612912378474782,0.24764102291459722,626,13323.98,13.91,454.8,3.0,4,11.02186488609486,10.326881965740162,1.791759469228055,0,5,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13312.882348190042,1,5,52.80443826836403
11063,64,1.0,10.327529046217228,7.842981595713121,0.20701416938432615,624,9289.67,11.88,308.02,3.0,2,10.698102506856003,9.571354687210013,1.9459101490553132,0,7,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9279.342470953783,1,7,39.27332943996197
3491,70,3.0,11.075867362554018,8.591131149118322,0.30527638085273207,725,33342.22,10.89,1089.85,2.0,5,11.40146348428553,10.583484648486563,1.0986122886681096,0,2,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,33331.14413263745,1,2,126.85756754066634
13942,56,2.0,10.855570820380992,8.370876412965316,0.25851069515150105,824,23456.03,11.03,768.25,0.0,4,11.254125720047867,10.326776534112147,1.0986122886681096,0,6,1,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23445.174429179617,1,6,91.7765311658512
7822,62,0.0,10.577167979388044,8.092542205782648,0.1889660995126232,751,14809.12,8.37,466.6,1.0,5,11.021091845917043,9.982454913000279,1.0986122886681096,0,3,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14798.542832020612,1,3,57.658024899343
17596,63,0.0,11.120707277689597,8.635964183327529,0.09803374027136541,656,26340.78,12.89,597.85,3.0,6,10.68356627356552,10.440996781161086,1.3862943611198906,0,3,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,26329.65929272231,1,3,69.22793880435503
16768,73,2.0,10.676622439257054,8.191969848091505,0.126632650933366,628,11067.13,8.34,348.54,3.0,4,10.826860943062679,8.572364855196868,1.3862943611198906,0,3,1,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11056.453377560742,1,3,42.54654331780773
17800,55,0.0,10.63405117530025,8.149408187255267,0.20620083058389777,714,28827.76,10.55,937.65,2.0,6,10.465924785022287,8.8340077616625,1.9459101490553132,0,6,1,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,28817.125948824698,1,6,115.05743465720325
16092,70,1.0,11.086768295136327,8.602030540251617,0.27535642276114397,662,1172.19,13.08,39.54,3.0,5,10.986592555705137,10.77684865371782,0.0,0,0,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1161.1032317048637,0,0,4.596589121019724
409,73,0.0,10.234021837220789,7.749512101850501,0.3350426438116185,544,12934.03,13.8,440.8,5.0,2,10.47609176733401,9.334538343419629,1.791759469228055,0,5,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12923.79597816278,1,5,56.88100027545498
8173,28,2.0,10.583998480883414,8.099369023795857,0.24137631957526948,646,18597.58,13.86,634.36,3.0,6,10.282061650013436,9.478139838933613,1.0986122886681096,0,2,1,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18586.996001519117,1,2,78.32215054484581
9248,48,0.0,10.749224481017032,8.264553885872916,0.05921185963184608,674,28802.03,10.47,935.73,2.0,5,11.00659704693161,10.211398999449857,0.6931471805599453,0,1,1,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,28791.280775518982,1,1,113.22208227107066
672,42,2.0,10.289750133252141,7.805217868595301,0.07232066157962612,629,32878.23,12.2,734.69,3.0,7,10.242890134356143,10.153682687975781,0.0,0,0,1,3.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,32867.94024986675,0,0,94.12805796953643
19401,40,2.0,9.992940612856055,7.508534945845823,0.10436001532424277,748,19055.31,10.14,616.11,1.0,6,10.554125117427319,8.531445148085702,0.0,0,1,1,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19045.317059387144,0,1,82.05462243215229
7620,72,0.0,9.990227476018921,7.505822253291813,0.1798184265758361,713,13547.9,9.68,435.12,2.0,5,9.762695579861852,8.97337676206111,1.0986122886681096,0,5,1,0.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13537.90977252398,1,5,57.97099708951546
2964,53,0.0,10.242176972246476,7.757662588935357,0.16296882827813966,726,24567.65,11.79,813.54,2.0,4,10.697872085185587,9.597839724705509,0.6931471805599453,1,1,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,24557.407823027756,1,2,104.86921681285035
15653,63,0.0,11.251746138186707,8.766981789543484,0.07788653865707122,637,7797.79,16.65,276.66,3.0,7,11.644195364846615,10.356747091140214,1.0986122886681096,0,2,1,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7786.538253861813,1,2,31.557040568964876
1842,26,2.0,10.402904342350213,7.918330209976932,0.04688358589885042,689,16797.84,13.76,572.15,2.0,5,10.415501270238922,10.07377490455241,1.3862943611198906,0,4,1,4.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16787.43709565765,1,4,72.25639558187443
16795,50,0.0,11.32361131689573,8.838837463704563,0.31481073984003355,668,500.0,15.33,17.41,3.0,6,11.600572631469534,11.099753031590035,1.0986122886681096,0,3,0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,488.6763886831043,1,3,1.9697160482350429
11895,62,0.0,10.697173266662144,8.212514152119509,0.1510028735365274,686,15335.58,10.22,327.5,2.0,5,10.864596953575703,9.987768956538158,0.6931471805599453,0,3,1,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15324.882826733337,1,3,39.87816567907866
12464,57,1.0,11.391581785237786,8.906799883589944,0.07417939817425151,677,8881.92,11.68,293.65,2.0,3,11.579539455829703,11.472805827905885,0.6931471805599453,0,3,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8870.528418214762,1,3,32.969192508863514
2078,37,2.0,9.772672467405833,7.288394765654646,0.15614868248993136,622,18539.29,10.83,605.46,3.0,2,9.56642684279857,8.341913184615848,1.3862943611198906,0,4,1,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18529.517327532594,1,4,83.07179008101072
8428,57,1.0,10.880927756703901,8.396227095193357,0.10436001532424277,689,20180.98,10.89,437.68,2.0,3,10.845212475621782,10.433561238090563,1.3862943611198906,0,5,1,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20170.099072243294,1,5,52.12817555286964
19991,56,1.0,9.909102260521232,7.424743872575541,0.06485097231961631,740,8861.86,8.3,278.93,1.0,8,9.883639374202515,9.812199224233705,1.9459101490553132,0,6,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8851.95089773948,1,6,37.56762587195389
19915,63,2.0,11.018373700696735,8.533647080687917,0.13453089295760615,695,21182.08,17.16,528.25,2.0,5,10.826247712459525,10.75464161108202,0.6931471805599453,0,1,1,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21171.061626299306,1,1,61.902020906800445
13536,47,2.0,10.489005534811724,8.004405644336707,0.06672363204290818,669,9920.53,12.46,331.69,3.0,11,10.931590820944379,10.205898742004312,1.6094379124341003,0,4,1,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9910.04099446519,1,4,41.43842962714889
5418,24,1.0,11.100842456788477,8.616102341695452,0.15614868248993136,751,19989.21,10.67,651.3,1.0,7,10.98132690330895,10.809845315406397,1.3862943611198906,2,3,1,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19978.10915754321,1,5,75.59102412795146
3796,58,1.0,10.603884142514865,8.119249724706918,0.09531017980432487,750,27250.37,6.62,836.69,1.0,2,10.31049580272121,7.806199708707584,1.791759469228055,0,5,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,27239.766115857485,1,5,103.05016206780142
18881,23,0.0,10.000640125001398,7.516231976883769,0.2207406666978994,685,3062.14,12.25,68.5,2.0,7,10.175403744056702,9.744042130266456,1.0986122886681096,0,3,1,4.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3052.1393598749983,1,3,9.11360908107577
12552,44,1.0,8.961141561340096,6.477649056957522,0.3314596947976687,667,10687.6,13.94,248.35,3.0,8,9.740471440640135,9.292427142974292,1.6094379124341003,0,4,0,3.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10678.63885843866,1,4,38.33952685862966
7312,47,1.0,11.507615994645668,9.022819723295987,0.21107097007994052,685,20723.44,12.65,467.82,2.0,3,11.267238970120603,10.556224632902369,1.0986122886681096,0,3,1,3.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20711.932384005355,1,3,51.84853674867704
11808,61,3.0,11.126815236875565,8.642070999548487,0.11778303565638346,788,25790.31,11.1,562.03,1.0,8,11.23930223556137,10.578944937198836,1.3862943611198906,0,3,1,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25779.183184763126,1,3,65.03417988921449
8774,74,4.0,10.257980016597312,7.773459834822672,0.06952606264861023,579,33107.17,13.84,767.6,5.0,6,10.021970343306785,9.909927272955638,1.0986122886681096,1,3,0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,33096.9120199834,1,4,98.74624894328157
6596,33,4.0,10.978424615067379,8.493705502613551,0.05638033343610764,693,11552.09,11.89,383.09,2.0,4,10.860724623199468,10.595544889432155,1.3862943611198906,0,3,1,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11541.111575384934,1,3,45.10281170946196
8154,69,1.0,10.581420074955217,8.096793109739664,0.13540463700620295,619,24902.43,12.7,562.79,3.0,4,10.991431132379391,10.541490612733618,0.0,0,0,1,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24891.848579925045,0,0,69.507765898454
2513,24,1.0,11.037649079143502,8.552919344161191,0.13802129789737466,751,11926.58,9.65,251.36,1.0,7,11.155285913089665,10.11396765983192,1.0986122886681096,0,2,1,4.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11915.542350920856,1,2,29.38879578837553
2971,59,0.0,10.466552812766722,7.981958748120149,0.14928170271575444,646,17971.78,14.12,615.28,3.0,5,10.31699986156195,10.001846715826293,0.6931471805599453,0,2,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17961.313447187233,1,2,77.08383611289725
11219,48,0.0,10.45592938335209,7.9713377935640475,0.07045846364856141,688,14939.31,11.6,329.3,2.0,6,10.104917050943584,9.455842497056947,0.6931471805599453,0,2,1,3.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14928.854070616648,1,2,41.31050628237991
9592,36,1.0,11.169973500181015,8.685221416834807,0.22713557258374723,611,2984.57,13.36,101.08,3.0,6,11.111661917929593,9.34236813471567,1.0986122886681096,0,3,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2973.400026499819,1,3,11.638160404762257
2705,27,2.0,10.413608127813836,7.929032856708251,0.11600367575630613,649,1284.49,13.13,43.36,3.0,5,10.871287225544403,10.74870560877215,0.0,0,0,1,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1274.0763918721862,0,0,5.468510571666487
3879,27,0.0,10.938931048227266,8.454219312254425,0.05259245011917058,608,4697.59,12.87,106.57,4.0,5,11.280798685008723,11.10508263231416,1.0986122886681096,0,4,1,4.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4686.651068951773,1,4,12.605540034373883
4319,55,0.0,10.617591840782064,8.132953227758563,0.08250122151174369,600,17595.38,16.33,621.47,4.0,4,10.232147927291466,9.822129980807597,0.0,0,0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17584.76240815922,0,0,76.41381704727654
17454,30,0.0,10.104308600331164,7.619851781700493,0.16296882827813966,690,26424.93,9.99,852.53,2.0,4,9.778841709092989,8.897596185343392,1.3862943611198906,0,3,1,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,26414.82569139967,1,3,111.88275368392324
4615,44,2.0,9.958371966129574,7.473983442609887,0.10885440491208209,695,18681.61,12.33,623.45,2.0,4,10.426403196584326,10.049609228863869,0.6931471805599453,0,1,1,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18671.65162803387,1,1,83.41602637833697
19998,35,2.0,10.007054009833228,7.522643576573471,0.24294617861038947,646,16920.13,16.06,595.36,3.0,5,9.882356863756561,8.262858205841827,1.6094379124341003,0,5,1,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16910.122945990166,1,5,79.14239109427324
17755,68,0.0,11.168257716699605,8.683505616502535,0.09621885774054292,693,29778.01,12.17,664.96,2.0,3,11.455767639365401,11.106183692272516,1.791759469228055,0,5,1,0.0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,29766.841742283297,1,5,76.57736740980272
12063,61,1.0,10.86374923575775,8.379052334371952,0.05259245011917058,719,16558.27,10.24,536.16,2.0,5,11.08191467676305,10.681807107656823,0.0,0,1,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16547.40625076424,0,1,63.988143122176545
16205,41,0.0,10.286247846073708,7.8017145086497,0.01587334915629015,698,20253.16,14.03,692.5,2.0,5,10.13307271207191,9.88228332345491,1.0986122886681096,0,2,1,3.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20242.873752153926,1,2,88.76254049442987
5399,58,1.0,10.34930894673921,7.864754078887171,0.31481073984003355,711,16877.01,15.47,405.68,2.0,4,10.808116549941012,10.648190118134869,1.791759469228055,0,5,1,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16866.66069105326,1,5,51.58203243621344
4405,33,0.0,9.392692761628133,6.908704828017726,0.050693114315518116,787,20399.1,12.42,681.64,1.0,6,9.857246212353338,8.951162824528105,0.6931471805599453,0,1,1,2.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20389.707307238372,1,1,98.66393440861172
9841,68,1.0,10.086461396544514,7.60201184394758,0.12751332029895962,565,17388.53,15.74,609.1,5.0,3,9.899030635219168,8.770940435776614,0.0,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17378.443538603453,0,1,80.12352683782534
4564,29,2.0,11.372894366375784,8.88811378257015,0.302324349188651,777,24116.39,10.65,785.55,1.0,3,11.567227553393897,8.883128525283329,1.0986122886681096,0,3,1,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24105.017105633622,1,3,88.38208186988857
8536,23,2.0,10.109874696112561,7.625414568037692,0.13714983814723364,672,21681.36,11.45,714.45,2.0,8,10.209760857076402,9.838068110168027,1.0986122886681096,0,2,1,4.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21671.250125303886,1,2,93.69326659230478
13522,51,3.0,10.618948176242602,8.134309199966387,0.13802129789737466,704,11308.09,10.81,369.2,2.0,4,10.820489631343051,10.675297335015472,1.791759469228055,0,5,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11297.471051823757,1,5,45.38799680758701
8542,34,0.0,10.254539768525621,7.7700205664911275,0.28292075535007044,684,500.0,10.49,16.25,2.0,2,10.349150780595274,9.742272478531579,0.6931471805599453,0,1,1,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,489.7454602314744,1,1,2.0913715557046917
15582,60,0.0,10.896728955122269,8.412025990405263,0.1301506844650451,592,33436.56,12.81,1123.55,4.0,4,11.084482117643525,10.82007024178658,1.3862943611198906,0,4,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33425.663271044876,1,4,133.56473235835438
5508,37,0.0,10.538606970894083,8.053991973222011,0.27990188513281866,832,9611.46,7.83,300.44,0.0,8,10.827998803169127,9.211428779445821,0.6931471805599453,2,1,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9600.921393029104,1,3,37.30324055436183
19325,75,1.0,9.903187507527125,7.418828872001211,0.19309662996191307,656,13863.82,10.7,451.92,3.0,8,9.812803256812876,8.886279198497775,1.6094379124341003,0,5,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13853.916812492473,1,5,60.91527487654472
4629,60,1.0,9.803821349021415,7.319520499638782,0.2561914053604101,795,17076.69,11.52,563.28,1.0,5,9.763656932802734,9.087820133471423,0.6931471805599453,0,1,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17066.886178650977,1,1,76.95586070532869
